"SHA-256","Vhash","File type","File size","Filename","Creation Time","First Submission","Last Submission","Last Analysis"
"081e419713ccf78e753b15a12b6341da7b283692132a7a0c5de8fe7a26cfd787","115056655d15155078z76dz37za5z46z3","Win32 DLL","165.50 KB (169472 bytes)","MSJAVAVM","2009-04-22 11:49:07","2020-02-10 00:32:47","2020-02-10 00:32:47","2020-03-01 11:56:16"
"aa556f2a3c5cfad4b7b944c6774281bc8d9dff2eeca497bb9d57131d15832948","115056655d15151068z72dz37z95z46z3","Win32 DLL","116.00 KB (118784 bytes)","8940b9b7e6d0d669c7a9d3082016354e","2008-03-27 14:58:15","2012-04-30 03:44:09","2020-02-15 01:20:05","2020-03-01 11:21:48"
"8c535da165a57936b247cb243c82557cab362722e204877714bc8e0e2afac002","115056655d15155078z78dz37za5z46z3","Win32 DLL","187.50 KB (192000 bytes)","MSJAVAVM","2009-12-07 14:25:12","2012-03-27 13:47:50","2020-02-17 09:06:40","2020-03-01 11:14:17"
"26010b29d08075c94943a21cd73189524743be739e4fa5019ace5e12d6219d5c","1830661f55151d151bz4jz11z1ez2","Win32 DLL","8.00 KB (8192 bytes)","TurlaKazRat.bin","2016-02-09 08:11:49","2019-01-28 16:20:40","2019-12-25 21:12:01","2019-12-25 21:12:01"
"c905f2dec79ccab115ad32578384008696ebab02276f49f12465dcd026c1a615","115056655d15155078z76dz37z95z46z3","Win32 DLL","176.00 KB (180224 bytes)","MSJAVAVM","2008-06-09 17:23:56","2018-06-14 16:16:34","2019-12-28 19:41:51","2019-12-28 19:41:51"
"743b3347dc86b4a4aa6510648076eeca9eec0ff23c1294b3931263c990bcb5e6","1830661f55151d151bz4jz11z1ez2","Win32 DLL","8.00 KB (8192 bytes)","KazuarRAT.bin","2016-02-09 08:11:49","2018-04-08 12:20:04","2019-12-28 19:45:03","2019-12-28 19:45:03"
"e0d648807abcfc2f264c3b921afcf403ffb22b7ebbd6832a93244fed74f8a194","04506d5d1d6d1d0d|z","Win32 EXE","472.50 KB (483840 bytes)","Wextract","2009-10-30 12:05:10","2013-08-30 07:32:54","2020-01-18 07:51:02","2020-03-01 11:05:29"
"bf937d90e02187a333bf504d8c299fb1901a38f94c415feb88f0688fbaa17da7","117066651d1515156""z","Win32 DLL","14.40 MB (15101892 bytes)","209326.dll","2019-09-19 23:59:15","2020-01-20 08:01:55","2020-01-20 08:01:55","2020-01-20 08:01:55"
"44cc7f6c2b664f15b499c7d07c78c110861d2cc82787ddaad28a5af8efc3daac","245036651512007e7b2250151","Win32 EXE","431.00 KB (441344 bytes)","Turla2019Agent.bin","2018-04-11 07:41:01","2019-01-27 22:32:13","2019-11-21 17:52:03","2019-11-21 17:52:03"
"cf0c37d865ed0aea7d7cc8678990068f7b0e2c2b5684d386f6a6460775763159","1830661f55151d151bz4jz11z1ez2","Win32 DLL","8.00 KB (8192 bytes)","TurlaKazImplantVarient","2016-02-09 08:11:49","2019-01-27 22:23:55","2019-11-21 17:52:09","2020-02-24 21:03:54"
"41990a79c5c584dd5a2ea45dccc17f16abadce00c6f9ae9c48571b4f1707459d","115056655d15155078z76dz37z95z46z3","Win32 DLL","176.00 KB (180224 bytes)","MSJAVAVM","2008-06-09 17:23:56","2019-12-06 19:26:42","2019-12-06 19:26:42","2020-03-01 10:47:09"
"affeb634f945e3c7d318a21e7e0b899c160d7e42e15b7cf1b6fc2379b4fcc944","1830760f150515151d1""z","Win32 DLL","8.50 KB (8704 bytes)","18833609","2018-08-08 08:10:08","2019-12-11 14:14:08","2019-12-11 14:14:08","2020-02-28 22:18:34"
"2ad4fbe8ca3cd82f8e37ff7dbcf07c925321defc52e80117f49613b1b8209479","1830761f551515151d1bz4jz11z1ez2","Win32 DLL","8.50 KB (8704 bytes)","TurlaKazuarRat","2016-02-09 08:11:50","2019-01-28 16:21:22","2019-12-25 11:13:57","2019-12-25 11:13:57"
"5f9bb461ac19bcf37c18a8c740d2078ad68d562676ce620ecc2e3e5252802969","125066655d1515551078z6d3z97z37z87z14z3","Win32 DLL","196.00 KB (200704 bytes)","MSJAVAVM","2008-05-12 11:52:31","2019-03-12 14:25:22","2019-10-30 06:16:04","2020-03-01 11:05:10"
"bcbeec9ff16630b6a273267dd8ed0af2372abcc00e999edd48574290a91e4df9","115056655d15155078z76dz37z95z46z3","Win32 DLL","176.00 KB (180224 bytes)","MSJAVAVM","2008-06-09 17:23:56","2019-11-02 15:36:08","2019-11-02 15:36:08","2020-03-01 10:47:39"
"ce01c8087368b7938175b217e9d4e2b50bbd3007d6f9b786d9b86a38a1acbc85","2140365515180b51235020","Win32 EXE","14.00 KB (14336 bytes)","Microsoft.Exchange.MessagingPolicies.Search.exe","2015-08-16 09:56:47","2019-02-23 13:00:26","2019-11-04 16:00:00","2020-03-01 10:48:37"
"0c65f91ce8cce23f30f8d038aa0f8e89328840d817d0f1028fa0ed7fa9675a2c","125056656d15551063z22z49bz19z9ez3","Win32 DLL","254.50 KB (260608 bytes)","Microsoft.SmartScreen.DomainRep.dat.1","2017-06-28 02:52:33","2019-11-05 14:25:50","2019-11-18 14:50:11","2019-12-21 03:50:59"
"d36933f70b6e427ae067905b4307e44e38b83ce2d476e2869c604db6c309e5fc","1340665f55151d151""z","Win32 DLL","35.16 KB (36000 bytes)","many warning.exe","2016-02-09 08:11:49","2019-11-19 19:50:56","2019-11-19 19:50:56","2020-03-01 10:43:53"
"bed58086f80da5f39436e841515504e6c49385c2900402550c20a805c3eb94c9","115056655d15151078z76dz37z95z46z3","Win32 DLL","188.00 KB (192512 bytes)","Debug A","2008-05-12 11:52:31","2019-10-06 06:00:44","2019-10-06 06:00:44","2020-03-01 11:09:08"
"f35ffc78bb2f78f91004d54546c7931c97dd1f93faf13bf4ba1f7813c27f48d7","125056655d15051""z","Win32 DLL","208.00 KB (212992 bytes)","Debug A","2010-02-17 15:14:20","2019-10-06 10:39:31","2019-10-06 10:39:31","2020-03-01 11:09:17"
"cf5e73c4517c8547732f01a6fd614f9ad1aa628b9fc6a82d3b2f222f7b2a0433","115056655d15155078z78dz37za5z46z3","Win32 DLL","181.00 KB (185344 bytes)","MSJAVAVM","2009-09-14 15:28:07","2014-02-20 19:33:36","2019-10-07 00:31:29","2020-03-01 11:00:39"
"6b594299ed503a6f3f5423e89fa229088c08ff9abc09ebaf5388f35a7c2d8a79","115056655d15151078z75dz37za5z46z2","Win32 DLL","120.00 KB (122880 bytes)","Debug A","2007-12-03 14:15:58","2019-10-05 16:19:42","2019-10-07 10:09:30","2020-03-01 11:28:40"
"011af5e05086cfda05a4d481baa194c0dc3467dad7d8565cc8e4200965a26696","125056655d15151""z","Win32 DLL","204.00 KB (208896 bytes)","Debug A","2009-12-07 14:27:53","2019-10-08 03:50:04","2019-10-10 11:05:36","2020-03-01 11:51:50"
"966610c19fb620f90de6d7f35f469662824bad66c3091e0df1de1fd903df04c9","0150577d151d5d1az11nzdfz","Win32 EXE","103.50 KB (105984 bytes)","xxuo.exe","2013-11-25 08:55:28","2015-04-09 09:52:15","2019-10-18 20:51:33","2020-03-01 11:11:35"
"e137e01373a7fb422e786bec5180a035f35bc9695c19aa1d26a37d9b8d9c4e42","125066655d1515555078z6c3z97z37z97z14z3","Win32 DLL","208.50 KB (213504 bytes)","MSJAVAVM","2009-09-29 10:28:40","2019-03-12 13:41:15","2019-05-31 11:55:26","2020-03-01 11:34:30"
"f2f1d0d64e5160db536f97b9b09e6ef06ba805fd378550b449d14c79fb519d77","3140365515190b41235020","Win32 DLL","13.50 KB (13824 bytes)","Microsoft.Exchange.Security.Interop.dll","2017-02-04 05:25:15","2019-06-21 19:08:50","2019-06-21 19:08:50","2020-03-01 11:40:17"
"25facbc4265ca90f0508e77e97e1e6fcc7e46f6cca316b251b06d41232f6360c","2140365515180b51235020","Win32 EXE","14.00 KB (14336 bytes)","Microsoft.Exchange.MessagingPolicies.Search.exe","2014-06-20 14:04:09","2019-01-14 16:25:05","2019-08-15 12:43:28","2019-09-21 17:21:32"
"16a4e61e56f35f28237be1852903a070c9defd0291f06710d6060ad6c3d2bc01","115056655d15155078z76dz37z95z46z3","Win32 DLL","176.00 KB (180224 bytes)","MSJAVAVM","2008-06-09 17:23:56","2019-08-30 22:49:28","2019-08-30 22:49:28","2020-03-01 11:17:56"
"14f530e16e8c6dbac02f1bde53594f01b7edab9c45c4c371a3093120276ffaf1","2140365505180b51235020","Win32 EXE","14.00 KB (14336 bytes)","module.4296.63cb687d0.7d40000.dll","2014-06-20 14:04:09","2019-01-22 20:01:03","2019-10-01 12:54:30","2019-10-01 12:54:30"
"0b97c87126578113050d8e014e8fefeb33146eebc40e75c070882ec31ae26aab","0150577d155d1d1bzbnz9fz","Win32 EXE","172.11 KB (176245 bytes)","btwcb.exe","2013-10-15 10:43:09","2013-11-08 06:34:57","2019-10-05 16:16:52","2020-03-01 11:53:17"
"6a88acc97ddb412fe174ac65decb35d14fb09a579568076af04f03112407421c","-","Win32 DLL","176.00 KB (180224 bytes)","MSJAVAVM","2008-06-09 17:23:56","2019-04-19 15:36:09","2019-04-19 15:36:09","2020-03-01 11:32:25"
"510e6839e6f6e284850c1c759d525f0c7179915eddb6f34cfa3bb9c68c560092","115056651d15151078z61dz37z95z46z2","Win32 DLL","100.00 KB (102400 bytes)","MSJAVAVM","2007-07-24 12:57:37","2019-04-22 18:09:27","2019-04-22 18:09:27","2019-04-24 12:08:25"
"ac71ac9738761921827e0a732db1bc59e43d435c2c69edb4e4c0e55eff964c9a","115056651d15151068z72dz37z95z46z3","Win32 DLL","116.00 KB (118784 bytes)","MSJAVAVM","2008-03-27 14:58:15","2019-04-21 23:02:39","2019-04-29 19:34:46","2019-05-13 00:10:10"
"6dd664839c9a37d03850c01750a4aa2958e0edf03a65d4967856c460d6f4458e","04301e5""z","Win32 EXE","4.00 KB (4096 bytes)","shellcode.bin","2018-05-02 10:20:11","2019-05-21 18:17:37","2019-05-21 18:17:37","2020-03-01 10:50:07"
"d458e8927e11d401448b4ddc18242e4c2e349f070504ac39cf366da841832650","125066655d1515555078z6c3z97z37z97z14z3","Win32 DLL","208.50 KB (213504 bytes)","MSJAVAVM","2009-09-14 15:28:07","2019-03-12 13:40:33","2019-05-31 10:24:54","2020-03-01 11:27:06"
"c94ae588cf0f1b4caa338dc307414f72e0e14bb77af55cf1a5bb2e0dc2d6d22b","125066655d1515555078z6c3z97z37z97z14z3","Win32 DLL","212.50 KB (217600 bytes)","MSJAVAVM","2010-02-17 15:14:20","2019-03-12 13:50:47","2019-05-31 10:36:18","2020-03-01 10:45:15"
