"Date","Hash","Yara"
"2021-05-08 12:39:56","88c947d0d0fddd1ea87f5b85982cf231c9c56e4f5e25fac405f608a1c28d8391","ok"
"2021-05-08 12:42:08","f3b0ad96c8529399bd7117bd67cdf0297191476d3a81a60b147960306ae5f068","ok"
"2021-05-08 12:42:08","27eb42279a3b74ee6cbd0f150035a45a7ae0e7b94b02483379ddf4932d3feaa6","ok"
"2021-05-08 12:44:07","8847a73bbd9477be60685ce8ec8333db933892f4d7b729fcef01ac76600de9ff","ok"
"2021-05-08 12:44:07","b8e246f58d9094e7f4545bd608f143956de3b27960a1496e3753cdd6676c681b","ok"
