Date,Rule,Collection,Type,Description,Reference,Detection,Hash,Link VT,Hashtag
03/02/2020 12:55,APT_APT28_Samples_Nov18_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Sofacy samples noticed in Nov 18,-,42 / 72,15743d9d62e1f00ba8b281b55d44134c5a449c3fbcd2769bb70bd6d3525dcaff,https://www.virustotal.com/gui/file/15743d9d62e1f00ba8b281b55d44134c5a449c3fbcd2769bb70bd6d3525dcaff,#apt #apt28 #samples #russianthreatgroups #apt_apt28_samples_nov18_1
03/02/2020 12:47,APT_Malware_Mar19_1,APT Malware,Valhalla Rule Feed Only,Detects backdoor mentioned in ClearSky report in March 2019,https://twitter.com/ClearskySec/status/1110941178231484417,19 / 73,c096108fb634e37ea763ac919ea7681afaed25eb94f7045cf62742d5c39a5093,https://www.virustotal.com/gui/file/c096108fb634e37ea763ac919ea7681afaed25eb94f7045cf62742d5c39a5093,#apt #aptmalware #apt_malware_mar19_1
03/02/2020 12:45,APT_NK_MAL_Malware_Unknown_Nov19_1,North Korean Threat Groups,-,-,-,44 / 72,287bfc917794e1667dc0674b78ccd5d0371d0190c37aa60e9a4d674678b4b821,https://www.virustotal.com/gui/file/287bfc917794e1667dc0674b78ccd5d0371d0190c37aa60e9a4d674678b4b821,#apt #unknown #northkoreanthreatgroups #apt_nk_mal_malware_unknown_nov19_1
03/02/2020 12:36,PUA_APT_Chafer_xCmdSvc_Jan19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects possibly unwanted application xCmdSvc - a remote command utility also used by Chafer APT group,https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html,mai-72,3ff321cd2f3bf0e2dd915df927ad418383b100d4af9c1bd6d40920757835c93c,https://www.virustotal.com/gui/file/3ff321cd2f3bf0e2dd915df927ad418383b100d4af9c1bd6d40920757835c93c,#pua #apt #chafer #xcmdsvc #middleeasternthreatgroups #pua_apt_chafer_xcmdsvc_jan19_1
03/02/2020 12:35,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,49 / 71,6736210ec9d415d204495e14debf5db1e3dcf63de9c5a62040451c6fa3167c5c,https://www.virustotal.com/gui/file/6736210ec9d415d204495e14debf5db1e3dcf63de9c5a62040451c6fa3167c5c,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 12:33,PUA_APT_Chafer_xCmdSvc_Jan19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects possibly unwanted application xCmdSvc - a remote command utility also used by Chafer APT group,https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html,avr-72,11575a0e8c7ef7eb5a5f8345fbd2de76a16ad9e4fb1301933e996c15f5871dbf,https://www.virustotal.com/gui/file/11575a0e8c7ef7eb5a5f8345fbd2de76a16ad9e4fb1301933e996c15f5871dbf,#pua #apt #chafer #xcmdsvc #middleeasternthreatgroups #pua_apt_chafer_xcmdsvc_jan19_1
03/02/2020 12:32,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,67 / 73,1af81e5d0a83695491c2fe1d369e633f13d8cc66220892198f300a0bb2e15daa,https://www.virustotal.com/gui/file/1af81e5d0a83695491c2fe1d369e633f13d8cc66220892198f300a0bb2e15daa,#sig #apt #rats #aptmalware #sig_apt_rats_1
03/02/2020 12:26,APT_CN_APT_C_01_Report_Sep18_5,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,49 / 72,6e27302a696b6c99bf147456c490038d14df339033fe61833f688a81961fc6ab,https://www.virustotal.com/gui/file/6e27302a696b6c99bf147456c490038d14df339033fe61833f688a81961fc6ab,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_5
03/02/2020 12:22,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,49 / 71,66ed83d8d432c6972740bf0c668387c0685313bc4fbab3ec8ebffcf67858512a,https://www.virustotal.com/gui/file/66ed83d8d432c6972740bf0c668387c0685313bc4fbab3ec8ebffcf67858512a,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 12:12,Sig_APT_Hacktools_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,29 / 71,cb3913a015ada93d73a30b5cf34a957b8cbc02a6e656855ff78bb5189eab9eac,https://www.virustotal.com/gui/file/cb3913a015ada93d73a30b5cf34a957b8cbc02a6e656855ff78bb5189eab9eac,#sig #apt #hacktools #aptmalware #sig_apt_hacktools_1
03/02/2020 12:02,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,57 / 70,1c0c5d8fe96544a301daaf6f4d24e45f48221c9c4a3d32863ddec1025e10934c,https://www.virustotal.com/gui/file/1c0c5d8fe96544a301daaf6f4d24e45f48221c9c4a3d32863ddec1025e10934c,#sig #apt #rats #aptmalware #sig_apt_rats_1
03/02/2020 11:53,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,66 / 73,f44d484458695570df08256caadb123cbfe31b109f969f6d7a9e21a48d20aad1,https://www.virustotal.com/gui/file/f44d484458695570df08256caadb123cbfe31b109f969f6d7a9e21a48d20aad1,#sig #apt #rats #aptmalware #sig_apt_rats_1
03/02/2020 11:53,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,60 / 72,709d73f93be9cfa16e61126c84d837c2e9ac498d5525f88a4c45a659bb0fdf57,https://www.virustotal.com/gui/file/709d73f93be9cfa16e61126c84d837c2e9ac498d5525f88a4c45a659bb0fdf57,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
03/02/2020 11:05,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,0 / 58,04de4bd4f0f89eb9c5728ca833f614b4a7d23904791a6739faf7e8ff2759ebb7,https://www.virustotal.com/gui/file/04de4bd4f0f89eb9c5728ca833f614b4a7d23904791a6739faf7e8ff2759ebb7,#sig #apt #aptmalware #sig_apt_stringset_4
03/02/2020 11:00,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,62 / 72,eb36cccf50f4b615279cac0645d463ed8b77a3dd539e0485de4d92a0edbf490a,https://www.virustotal.com/gui/file/eb36cccf50f4b615279cac0645d463ed8b77a3dd539e0485de4d92a0edbf490a,#sig #apt #aptmalware #sig_apt_stringset_2
03/02/2020 10:57,Sig_APT_StringSet_6,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,juil-59,b09d8640ef969c52c81e05f3e2de845d849f94387dc2b5dc0005dc0440d8af5b,https://www.virustotal.com/gui/file/b09d8640ef969c52c81e05f3e2de845d849f94387dc2b5dc0005dc0440d8af5b,#sig #apt #aptmalware #sig_apt_stringset_6
03/02/2020 10:49,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,69 / 72,619708922e86917f33775cfe0a6f3b2efe96059ae5cd5c3792d2f1b990cbaf23,https://www.virustotal.com/gui/file/619708922e86917f33775cfe0a6f3b2efe96059ae5cd5c3792d2f1b990cbaf23,#sig #apt #aptmalware #sig_apt_stringset_2
03/02/2020 10:44,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,68 / 72,f152335ae6fc2751243c69f41a026c43c382af674e3ebd8b7202cf81b2cae2de,https://www.virustotal.com/gui/file/f152335ae6fc2751243c69f41a026c43c382af674e3ebd8b7202cf81b2cae2de,#sig #apt #rats #aptmalware #sig_apt_rats_1
03/02/2020 10:41,APT_MAL_APAC_OpOrigami_Jan20_2,APT Malware,-,-,-,44 / 71,10c1ca531e3c3f68334fdd5f33d9f6d688e78d35281333e3c70e5f35a56984e9,https://www.virustotal.com/gui/file/10c1ca531e3c3f68334fdd5f33d9f6d688e78d35281333e3c70e5f35a56984e9,#apt #apac #oporigami #aptmalware #apt_mal_apac_oporigami_jan20_2
03/02/2020 10:33,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,60 / 72,4e04ad22776ed47a53bf100553beb7ba1330e799465903ba1120d9bd9f47614e,https://www.virustotal.com/gui/file/4e04ad22776ed47a53bf100553beb7ba1330e799465903ba1120d9bd9f47614e,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
03/02/2020 10:32,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,69 / 72,0a2f5b7dc4031299d0ac1a0d007eb8f033311050f69bf252bbc12708abdf91f8,https://www.virustotal.com/gui/file/0a2f5b7dc4031299d0ac1a0d007eb8f033311050f69bf252bbc12708abdf91f8,#sig #apt #aptmalware #sig_apt_stringset_2
03/02/2020 10:27,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,58 / 73,6137c615894753576ec25236dea67707e0760ce9aaedd636c56e628a36d68434,https://www.virustotal.com/gui/file/6137c615894753576ec25236dea67707e0760ce9aaedd636c56e628a36d68434,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
03/02/2020 09:29,APT_MAL_Unknown_Aug19_1,APT Malware,Valhalla Rule Feed Only,Detects unknown APT malware (original sample related to Dark Hotel),https://blog.trendmicro.com/trendlabs-security-intelligence/asruex-backdoor-variant-infects-word-documents-and-pdfs-through-old-ms-office-and-adobe-vulnerabilities/,55 / 73,d3b1e5b7ccd7e549b6d27140c1dc0f42b9c3459c1e41ee871a7150c8ac7bff0f,https://www.virustotal.com/gui/file/d3b1e5b7ccd7e549b6d27140c1dc0f42b9c3459c1e41ee871a7150c8ac7bff0f,#apt #unknown #aptmalware #apt_mal_unknown_aug19_1
03/02/2020 09:08,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,46 / 70,c1f16a1235310da28a62ec3c74cbb7f45c2e1ff365259205e41abe1c4d57f098,https://www.virustotal.com/gui/file/c1f16a1235310da28a62ec3c74cbb7f45c2e1ff365259205e41abe1c4d57f098,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
03/02/2020 09:08,Sig_APT_Hacktools_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,46 / 70,c1f16a1235310da28a62ec3c74cbb7f45c2e1ff365259205e41abe1c4d57f098,https://www.virustotal.com/gui/file/c1f16a1235310da28a62ec3c74cbb7f45c2e1ff365259205e41abe1c4d57f098,#sig #apt #hacktools #aptmalware #sig_apt_hacktools_1
03/02/2020 08:56,APT_Turla_Neuron2_Loader_Oct19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Neuron2 malware,https://otx.alienvault.com/pulse/5dad718fa5ec6c21e85c1c66,ao–t-70,f53d1c9d37f63fbbf42014b1fc4b87a5720de5185198c8cafd2d39b46a2f23be,https://www.virustotal.com/gui/file/f53d1c9d37f63fbbf42014b1fc4b87a5720de5185198c8cafd2d39b46a2f23be,#apt #turla #neuron2 #loader #russianthreatgroups #apt_turla_neuron2_loader_oct19_1
03/02/2020 08:56,APT_Neuron2_Loader_Strings,Russian Threat Groups,Community,Rule for detection of Neuron2 based on strings within the loader,-,ao–t-70,f53d1c9d37f63fbbf42014b1fc4b87a5720de5185198c8cafd2d39b46a2f23be,https://www.virustotal.com/gui/file/f53d1c9d37f63fbbf42014b1fc4b87a5720de5185198c8cafd2d39b46a2f23be,#apt #neuron2 #loader #russianthreatgroups #apt_neuron2_loader_strings
03/02/2020 08:56,APT_RoyalRoad_RTF_Hex_Pattern_2,Chinese Threat Groups,Valhalla Rule Feed Only,Detects RoyalRoad hex encoded payload pattern,https://jsac.jpcert.or.jp/archive/2020/pdf/JSAC2020_8_koike-nakajima_jp.pdf,40 / 59,abf60e641601fc2772414b60f17e179dfc285bb70917c8f34c3f8b55d53b4cc3,https://www.virustotal.com/gui/file/abf60e641601fc2772414b60f17e179dfc285bb70917c8f34c3f8b55d53b4cc3,#apt #royalroad #rtf #pattern #chinesethreatgroups #apt_royalroad_rtf_hex_pattern_2
03/02/2020 08:49,APT_MuddyWater_Dropped_VBS_Sep19_1,Middle Eastern Threat Groups,Valhalla Rule Feed Only,Detects obfuscated VBS dropped by MuddyWater Doc,https://app.any.run/tasks/4670eecc-5c5d-40ca-a707-1e3af2e2358c,janv-60,2210000b78cfe208a1e55dc613053cc5e1b72af1e9bdb5b1496c9c9b58d96937,https://www.virustotal.com/gui/file/2210000b78cfe208a1e55dc613053cc5e1b72af1e9bdb5b1496c9c9b58d96937,#apt #muddywater #dropped #vbs #middleeasternthreatgroups #apt_muddywater_dropped_vbs_sep19_1
03/02/2020 08:30,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,52 / 73,60b29b87680b985dd1270156a96d2479a0b85fab443dc0e19b405f955a88e84b,https://www.virustotal.com/gui/file/60b29b87680b985dd1270156a96d2479a0b85fab443dc0e19b405f955a88e84b,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
03/02/2020 08:29,APT_Webshell_CN_Wocao_Dec19_2,Chinese Threat Groups,Valhalla Rule Feed Only,Detects webshell from Operation Wocao,https://www.fox-it.com/nl/actueel/whitepapers/operation-wocao-shining-a-light-on-one-of-chinas-hidden-hacking-groups/,0 / 58,167734729355fb8e4027592b3380588ebb74f8d2f48eaa14a281826aa74cec2c,https://www.virustotal.com/gui/file/167734729355fb8e4027592b3380588ebb74f8d2f48eaa14a281826aa74cec2c,#apt #webshell #wocao #chinesethreatgroups #apt_webshell_cn_wocao_dec19_2
03/02/2020 07:35,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,63 / 73,51dc95c026e7b9f75d8262440763517d03a9babd656c7d9ef8f785a98b426143,https://www.virustotal.com/gui/file/51dc95c026e7b9f75d8262440763517d03a9babd656c7d9ef8f785a98b426143,#sig #apt #rats #aptmalware #sig_apt_rats_1
03/02/2020 07:18,APT_NK_MAL_Malware_Unknown_Nov19_1,North Korean Threat Groups,-,-,-,20 / 71,cfae1bdd9e163e6432eb463a9143eeaa775b286b9c3df1f5b11559b09136d0f1,https://www.virustotal.com/gui/file/cfae1bdd9e163e6432eb463a9143eeaa775b286b9c3df1f5b11559b09136d0f1,#apt #unknown #northkoreanthreatgroups #apt_nk_mal_malware_unknown_nov19_1
03/02/2020 07:13,APT_Turla_DLLInject_Tool,APT Malware,Valhalla Rule Feed Only,Detects a DLL inject tool used by Turla group,https://twitter.com/DrunkBinary/status/1059415250527764480,40 / 70,cafd19cc24a04e011ce21d013146ac75cd32690c71b4f063bc9cb8981a836189,https://www.virustotal.com/gui/file/cafd19cc24a04e011ce21d013146ac75cd32690c71b4f063bc9cb8981a836189,#apt #turla #tool #aptmalware #apt_turla_dllinject_tool
03/02/2020 06:15,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,60 / 72,56affd99622ddc9e1edd34078cef80d0550469fd796ecd944bfca78d4e6a62ca,https://www.virustotal.com/gui/file/56affd99622ddc9e1edd34078cef80d0550469fd796ecd944bfca78d4e6a62ca,#sig #apt #rats #aptmalware #sig_apt_rats_1
03/02/2020 05:33,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,47 / 71,46848637ac0493cfefd4a14e7aa2b1c3dcc367d2822bcedf435d408dfc4e6d00,https://www.virustotal.com/gui/file/46848637ac0493cfefd4a14e7aa2b1c3dcc367d2822bcedf435d408dfc4e6d00,#sig #apt #aptmalware #sig_apt_stringset_4
03/02/2020 05:31,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,26 / 70,a0ee4d3d8912bc8a77a27752f5719528a8a4559762b5504890b8e24edb3ba2b8,https://www.virustotal.com/gui/file/a0ee4d3d8912bc8a77a27752f5719528a8a4559762b5504890b8e24edb3ba2b8,#sig #apt #aptmalware #sig_apt_stringset_4
03/02/2020 05:12,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,52 / 68,6925ca1f304e33268ce3b8a9ee3d9c13bca108a3765b928098dfd023e07b55f1,https://www.virustotal.com/gui/file/6925ca1f304e33268ce3b8a9ee3d9c13bca108a3765b928098dfd023e07b55f1,#sig #apt #aptmalware #sig_apt_stringset_4
03/02/2020 04:49,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,52 / 70,7af6f569998f52707cc301f040c537c4dec809427569a3238940a08bb79d903f,https://www.virustotal.com/gui/file/7af6f569998f52707cc301f040c537c4dec809427569a3238940a08bb79d903f,#sig #apt #aptmalware #sig_apt_stringset_4
03/02/2020 04:14,SUSP_APT_CharmingKitten_Base64_Loop,Suspicious Indicators 2,-,-,-,16 / 73,d44a6c040c22f306bfb20ac192f774bf54dc926acddf50a3a8fca0d5502a6733,https://www.virustotal.com/gui/file/d44a6c040c22f306bfb20ac192f774bf54dc926acddf50a3a8fca0d5502a6733,#apt #charmingkitten #loop #suspiciousindicators2 #susp_apt_charmingkitten_base64_loop
03/02/2020 03:37,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,janv-59,1e921fdc1e20f880b5ec28c00e792f5429ad58a414139fda4dccf449735d0db8,https://www.virustotal.com/gui/file/1e921fdc1e20f880b5ec28c00e792f5429ad58a414139fda4dccf449735d0db8,#sig #apt #aptmalware #sig_apt_stringset_2
03/02/2020 03:37,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,42 / 72,2c04b79feb074a882e0b1ea4fa94f19700ad5f4af427e5855bb840a47c1afbec,https://www.virustotal.com/gui/file/2c04b79feb074a882e0b1ea4fa94f19700ad5f4af427e5855bb840a47c1afbec,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 03:14,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,64 / 71,da907dcca07835c5958bf19c917d926e40b9c27cb4ec6eaa830ccfbcfeb34c47,https://www.virustotal.com/gui/file/da907dcca07835c5958bf19c917d926e40b9c27cb4ec6eaa830ccfbcfeb34c47,#sig #apt #aptmalware #sig_apt_stringset_4
03/02/2020 03:14,APT_Sofacy_Rel_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects Barys malware with C2 dom relation to Sofacy activity,-,52 / 71,7a6ebf36be98dea95d904d05ee7766d6ac6ada77b52ea21c1ddb0b9bb5f090c5,https://www.virustotal.com/gui/file/7a6ebf36be98dea95d904d05ee7766d6ac6ada77b52ea21c1ddb0b9bb5f090c5,#apt #sofacy #rel #aptmalware #apt_sofacy_rel_sep18_2
03/02/2020 03:08,APT_MAL_APAC_OpOrigami_Jan20_2,APT Malware,-,-,-,39 / 70,6710ca64d8ce11541302d96ddd4b5afa2f069ea980d222c304cbb0bac291d293,https://www.virustotal.com/gui/file/6710ca64d8ce11541302d96ddd4b5afa2f069ea980d222c304cbb0bac291d293,#apt #apac #oporigami #aptmalware #apt_mal_apac_oporigami_jan20_2
03/02/2020 02:38,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,62 / 71,a76f216eb6db08fde4a05fece175d45c11a5b1087ce2c7d26e105d6001893c33,https://www.virustotal.com/gui/file/a76f216eb6db08fde4a05fece175d45c11a5b1087ce2c7d26e105d6001893c33,#sig #apt #aptmalware #sig_apt_stringset_2
03/02/2020 02:34,APT_MAL_APAC_OpOrigami_Jan20_2,APT Malware,-,-,-,45 / 73,486ae9e13dfd7e8b9c6bd05171109e19f25e490e3896ca9df4c525587c5ed4cb,https://www.virustotal.com/gui/file/486ae9e13dfd7e8b9c6bd05171109e19f25e490e3896ca9df4c525587c5ed4cb,#apt #apac #oporigami #aptmalware #apt_mal_apac_oporigami_jan20_2
03/02/2020 01:48,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,66 / 73,acf3c85665bb05ddda681ecbef344a27bc9dd49a9b3928e9308bd86b671ef64f,https://www.virustotal.com/gui/file/acf3c85665bb05ddda681ecbef344a27bc9dd49a9b3928e9308bd86b671ef64f,#sig #apt #aptmalware #sig_apt_stringset_2
03/02/2020 01:33,SUSP_APT_CharmingKitten_Base64_Loop,Suspicious Indicators 2,-,-,-,28 / 58,986d995a5120dd53a8e72caa1791cb5536e176b15559e9b82ee11a9d50615f23,https://www.virustotal.com/gui/file/986d995a5120dd53a8e72caa1791cb5536e176b15559e9b82ee11a9d50615f23,#apt #charmingkitten #loop #suspiciousindicators2 #susp_apt_charmingkitten_base64_loop
03/02/2020 00:56,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,49 / 71,7e5f945abfd9ffe740521976af469717139d05317148bcb78230680b7b24c3a5,https://www.virustotal.com/gui/file/7e5f945abfd9ffe740521976af469717139d05317148bcb78230680b7b24c3a5,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 00:56,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,49 / 71,14188d221b281680895f8db3085f0560e9f8f564fadb193ab2cda4cf6375bd30,https://www.virustotal.com/gui/file/14188d221b281680895f8db3085f0560e9f8f564fadb193ab2cda4cf6375bd30,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 00:56,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,50 / 71,2667d13583e06881826392c53b579073353a591652c1a4a310ff7cb6d655b374,https://www.virustotal.com/gui/file/2667d13583e06881826392c53b579073353a591652c1a4a310ff7cb6d655b374,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 00:37,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,33 / 72,3f8d959c4e163f558b4c9342e86aca6422871d223463fac8b18deedb20e618a3,https://www.virustotal.com/gui/file/3f8d959c4e163f558b4c9342e86aca6422871d223463fac8b18deedb20e618a3,#sig #apt #aptmalware #sig_apt_stringset_7
03/02/2020 00:19,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,57 / 71,b5a37fc067458fa19250a00a35dc581e80d997875ccd06d5be06da48a753de3e,https://www.virustotal.com/gui/file/b5a37fc067458fa19250a00a35dc581e80d997875ccd06d5be06da48a753de3e,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
03/02/2020 00:09,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,54 / 69,2ce278b3cd5db0019cfc210509fcd435ba867e8d5f6b749c97c7e5c623d3edf5,https://www.virustotal.com/gui/file/2ce278b3cd5db0019cfc210509fcd435ba867e8d5f6b749c97c7e5c623d3edf5,#sig #apt #aptmalware #sig_apt_stringset_4
02/02/2020 23:47,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,48 / 73,8e7468a01b0c7fff34abef4b6247c4149005ac4023e0d267c3319b257e977b73,https://www.virustotal.com/gui/file/8e7468a01b0c7fff34abef4b6247c4149005ac4023e0d267c3319b257e977b73,#sig #apt #aptmalware #sig_apt_stringset_4
02/02/2020 23:47,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,49 / 71,cbebc9c12812dc4324995a2003749178adb3bd58cfeb665150e1385f34e8e39f,https://www.virustotal.com/gui/file/cbebc9c12812dc4324995a2003749178adb3bd58cfeb665150e1385f34e8e39f,#sig #apt #aptmalware #sig_apt_stringset_4
02/02/2020 23:30,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,53 / 69,d29153468d642a5b6afa894f1158194434aeb36fce67341bfcffbdf2e54ef3e2,https://www.virustotal.com/gui/file/d29153468d642a5b6afa894f1158194434aeb36fce67341bfcffbdf2e54ef3e2,#sig #apt #aptmalware #sig_apt_stringset_4
02/02/2020 23:24,APT_Sofacy_XAgent_Jan19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Sofacy XAgent,-,47 / 72,55c8137cc5270b141152453fef22f40eb4a880b207242dce2edf16fdfdf9f93a,https://www.virustotal.com/gui/file/55c8137cc5270b141152453fef22f40eb4a880b207242dce2edf16fdfdf9f93a,#apt #sofacy #russianthreatgroups #apt_sofacy_xagent_jan19_1
02/02/2020 23:05,APT_NK_HWorm_Malware_Nov19_1,North Korean Threat Groups,Valhalla Rule Feed Only,Detects Lazarus malware,https://twitter.com/cyberwar_15/status/1192338614337716224,45 / 57,d09d545012e5190115e6578c0cdb4727e45d607db2b8989f7a176e9d1126829b,https://www.virustotal.com/gui/file/d09d545012e5190115e6578c0cdb4727e45d607db2b8989f7a176e9d1126829b,#apt #hworm #northkoreanthreatgroups #apt_nk_hworm_malware_nov19_1
02/02/2020 23:05,APT_NK_HWorm_Strings_Nov19_1,North Korean Threat Groups,Valhalla Rule Feed Only,Detects Lazarus malware,https://www.virustotal.com/gui/file/f511943431c6ff2ee23802dc679747ac0621087ef3d098d2469fb64aa1776bee/detection,45 / 57,d09d545012e5190115e6578c0cdb4727e45d607db2b8989f7a176e9d1126829b,https://www.virustotal.com/gui/file/d09d545012e5190115e6578c0cdb4727e45d607db2b8989f7a176e9d1126829b,#apt #hworm #northkoreanthreatgroups #apt_nk_hworm_strings_nov19_1
02/02/2020 22:50,APT_WiPro_ScreenConnect_ServiceInstall_MSI_1_Apr19,APT Malware,-,-,-,0 / 59,756bea18061d8d1734fa1f0cbfb8d6ce0ef1bfce9ee0361696bd9225098f01e5,https://www.virustotal.com/gui/file/756bea18061d8d1734fa1f0cbfb8d6ce0ef1bfce9ee0361696bd9225098f01e5,#apt #wipro #screenconnect #serviceinstall #msi #aptmalware #apt_wipro_screenconnect_serviceinstall_msi_1_apr19
02/02/2020 22:30,APT_MAL_Unknown_Aug19_1,APT Malware,Valhalla Rule Feed Only,Detects unknown APT malware (original sample related to Dark Hotel),https://blog.trendmicro.com/trendlabs-security-intelligence/asruex-backdoor-variant-infects-word-documents-and-pdfs-through-old-ms-office-and-adobe-vulnerabilities/,53 / 73,5e1c2d8e31a4f8cf5ca73c899636595eb868c98bc6d97dc3faa68b2fc4f772ca,https://www.virustotal.com/gui/file/5e1c2d8e31a4f8cf5ca73c899636595eb868c98bc6d97dc3faa68b2fc4f772ca,#apt #unknown #aptmalware #apt_mal_unknown_aug19_1
